,sat,Rel diff oil x,Rel diff oil y,Rel diff oil z,Rel diff water x,Rel diff water y,Rel diff water z
39,0.9927155904784838,1.0139938809110544e-06,1.022717848021847e-06,1.0174228108096379e-06,0.9679471939806542,0.9564425794601608,0.9701195878488373
40,0.9940042951351559,1.0108415800181294e-06,1.019234823546543e-06,1.011456208668738e-06,0.9744484429150845,0.9647209940491718,0.9758962488120666
41,0.9950829932215512,1.0065122001123752e-06,1.0130909120989715e-06,1.0086059195904609e-06,0.9788974344815372,0.9717075773141505,0.979756773142988
42,0.9960618266877321,1.0047318741665158e-06,1.0083771067819062e-06,1.0052275741390917e-06,0.9825387861103928,0.9773584694159491,0.9836665780070594
43,0.9964947616665782,1.0040719234381642e-06,1.0077508192056271e-06,1.0049797476342498e-06,0.9842252263273146,0.9792827762116526,0.9851481694196436
44,0.99733642355227,1.0022208028069778e-06,1.0050520448026042e-06,1.0036147653871221e-06,0.9878648179594144,0.9843790735161982,0.988227266866097
45,0.9980441625841079,1.0013623864898565e-06,1.0034613620527433e-06,1.0021659049779352e-06,0.9914031174984606,0.9883702388855058,0.9915515033311367
46,0.998271112556531,1.0010815757868144e-06,1.0023497293703825e-06,1.0018231009656036e-06,0.9924918305874064,0.9902359661833907,0.9924296789478977
47,0.99863498961185,1.0005885994021639e-06,1.001448348176193e-06,1.0012189988059609e-06,0.994442714609669,0.9928432478887476,0.9941564806976595
48,0.999198553752841,1.0002670534648286e-06,1.000679967098276e-06,1.0005748957502284e-06,0.9969467336868129,0.99614160611472,0.9967924212056359
49,0.9994437342526686,1.000120983022737e-06,1.000367061272321e-06,1.0003594804852922e-06,0.9978560956310265,0.9975556456597422,0.9977066543922245
50,0.9996579956431226,1.0000415454298607e-06,1.0001577293993807e-06,1.0001857699407875e-06,0.9987235400419753,0.998562602800492,0.9985564502785437
51,0.9998509997945925,1.000007369235787e-06,1.0000417469083289e-06,1.0000382150694533e-06,0.9995422248106213,0.999473795133954,0.9994926437555633
52,0.99989652131192,1.0000065702610933e-06,1.0000132288511644e-06,1.0000229144411543e-06,0.9997987826784762,0.9997533087748092,0.9997428689087166
53,0.9999294750909163,1.000006565121598e-06,1.0000076360584793e-06,1.000010019729215e-06,0.9999013057582171,0.9998521727192105,0.9998545652808937
54,0.9999627267635315,1.000000759319952e-06,1.000001075992747e-06,1.0000024121851585e-06,0.9999694817489878,0.9999744644365027,0.999958091967313
55,1.0,1.0000000000000012e-06,1.0000000000000067e-06,1.0000000000000281e-06,1.0,1.0,1.0
