,Pcap,Snwp
0,102.48401017768352,0.259
1,108.20936554591368,0.259
2,114.2545727040542,0.259
3,120.6375004411897,0.259
4,127.37701580132573,0.259
5,134.49303985173964,0.259
6,142.00660656687626,0.259
7,149.93992500184183,0.259
8,158.3164449392736,0.259
9,167.16092620362562,0.259
10,176.49951184775628,0.259
11,186.3598054281457,0.259
12,196.77095259715747,0.259
13,207.76372725352255,0.259
14,219.3706225056905,0.259
15,231.62594671692483,0.259
16,244.5659249160402,0.259
17,258.22880587353353,0.259
18,272.6549751596145,0.2596526108603056
19,287.8870745183173,0.2601074308869312
20,303.9701279105474,0.2620165871995344
21,320.95167459862995,0.2634883873329051
22,338.881909665738,0.2651655118589767
23,357.81383238555486,0.2663523438483687
24,377.8034028807358,0.26783962543408163
25,398.9097075332236,0.268913415122784
26,421.1951336353513,0.26986492812091817
27,444.7255537979763,0.2709927689781412
28,469.57052066072725,0.2742819446537159
29,495.8034724799073,0.27617610710075036
30,523.5019502017343,0.28321401928701284
31,552.7478266625593,0.2911380323021534
32,583.6275485935535,0.30828026242327744
33,616.2323921451843,0.31892036496969617
34,650.6587326867844,0.48898268823675206
35,687.0083296787003,0.6169040816048119
36,725.3886274590589,0.6995630626221341
37,765.9130728342477,0.7792806432360452
38,808.7014504118476,0.8368713552283962
39,853.8802366672202,0.8744798272754138
40,901.5829737903317,0.9088297592045522
41,951.9506644178343,0.935444609981276
42,1005.1321884171924,0.9522032443709357
43,1061.284742954803,0.9660297493732993
44,1120.5743071488885,0.9760106712282395
45,1183.1761326806213,0.9820929316516429
46,1249.2752618136462,0.9873020386207724
47,1319.0670743531932,0.9902312676679654
48,1392.7578651615358,0.9929461782922561
49,1470.5654539368215,0.9941808304116835
50,1552.7198290577162,0.995424261382173
51,1639.4638273969715,0.9966389087090498
52,1731.0538521133385,0.9973394015061651
53,1827.7606305435484,0.9979636613702769
54,1929.8700144345507,0.9984019263380027
55,2037.6838248813956,0.998629057076262
56,2151.5207444683006,0.9989048892633728
57,2271.717259249906,0.9991383540514076
58,2398.6286533571188,0.9992479809555433
59,2532.6300591674426,0.9993713129395507
60,2674.1175661439497,0.9994771398716491
61,2823.5093916204937,0.9996305305501274
62,2981.2471169938044,0.9996932690041187
63,3147.796992976487,0.9997557716767126
64,3323.651317769109,0.9997652006434726
65,3509.3298922249937,0.9998061716672818
66,3705.381556309038,0.9998519224149546
67,3912.385811392091,0.9999055409360564
68,4130.954533176155,0.999940232849445
69,4361.733780313627,0.999940232849445
70,4605.4057040665475,0.9999551557516806
71,4862.690564650555,0.9999551557516806
72,5134.34886022364,0.9999749224736938
73,5421.1835748125995,0.9999749224736938
74,5724.042551821808,0.9999871029864711
75,6043.821000140059,0.9999871029864711
76,6381.4641402531415,0.9999871029864711
77,6737.969998183774,0.9999922169247428
78,7114.392355517293,0.9999922169247428
79,7511.843864233005,0.9999922169247428
80,7931.499335548261,0.9999958497895761
81,8374.599212496516,0.9999958497895761
82,8842.453236503901,0.9999958497895761
83,9336.44431880219,0.9999958497895761
84,9858.032628121455,0.9999958497895761
85,10408.759906745196,0.9999958497895761
86,10990.254027685445,0.9999958497895761
87,11604.233806448268,1.0
88,12252.514081612746,1.0
89,12937.011079240521,1.0
90,13659.748076972783,1.0
91,14422.86138455683,1.0
92,15228.606658479493,1.0
93,16079.365569373273,1.0
94,16977.652841902298,1.0
95,17926.123687937772,1.0
96,18927.581654993784,1.0
97,19984.98691312281,1.0
98,21101.4650047654,1.0
99,22280.31608341752,1.0
