,Pcap,Snwp
0,176.01098319178698,0.0
1,184.90884783601686,0.0
2,194.25652529187528,0.0
3,204.07675489892276,0.0
4,214.3934255361505,0.0
5,225.23163373452647,0.0
6,236.61774472729803,0.0
7,248.579456586565,0.0
8,261.1458676021401,0.0
9,274.347547066608,0.0
10,288.21660963877264,0.0
11,302.7867934663936,0.0
12,318.09354225825007,0.0
13,334.17409150518785,0.0
14,351.06755905988985,0.0
15,368.8150402957133,0.0
16,387.45970807608495,0.0
17,407.0469177776367,0.0
18,427.62431762256466,0.0004835760557013948
19,449.2419645886109,0.0004835760557013948
20,471.9524461786251,0.0004835760557013948
21,495.8110083459345,0.0004835760557013948
22,520.8756898867118,0.0007113637555950666
23,547.2074636262615,0.0007113637555950666
24,574.870384742686,0.0007113637555950666
25,603.9317465887431,0.0007570913746047987
26,634.4622443909434,0.0011536217702525563
27,666.536147224118,0.00131447450632542
28,700.231478679794,0.0017516498503268407
29,735.6302066678799,0.001903243457685161
30,772.818442813379,0.0026789351741934656
31,811.8866519331768,0.0033191875079092497
32,852.9298721024925,0.003858354453066648
33,896.047945846327,0.006461584758192305
34,941.3457630183003,0.008299062134972394
35,988.9335159577258,0.01108628314782034
36,1038.9269675456082,0.013717359790048138
37,1091.4477328116488,0.01750367690836405
38,1146.623574777304,0.020765796006277742
39,1204.5887152545574,0.03438564272409424
40,1265.4841613564786,0.04153382142688072
41,1329.458048513835,0.07575589934386727
42,1396.6660008321767,0.11167021436859569
43,1467.2715096660265,0.25302086461914675
44,1541.4463313310891,0.4650542686399082
45,1619.3709049219533,0.626215616069558
46,1701.2347912517012,0.7654443925064964
47,1787.2371339811784,0.8377817624281328
48,1877.5871440596834,0.9022037658820242
49,1972.5046086555449,0.9470945041246365
50,2072.220425814594,0.9686814600794931
51,2176.977166147186,0.9813464706404487
52,2287.0296629101304,0.9889655646896022
53,2402.6456319189474,0.9931373110992451
54,2524.106322798504,0.9938863877457677
55,2651.707203156261,0.9957976065309875
56,2785.758677342414,0.9967551941594307
57,2926.586841545512,0.997944394624276
58,3074.534277060271,0.997944394624276
59,3229.9608836574175,0.998712202947861
60,3393.2447550827883,0.9988080152297825
61,3564.783098815411,0.9989907746703884
62,3744.99320232205,0.9991729726531897
63,3934.3134481587213,0.999449173776096
64,4133.204380388468,0.9995935340995685
65,4342.149824909739,0.9995935340995685
66,4561.658066420528,0.9995935340995685
67,4792.263084881457,0.9996887947738221
68,5034.525854485738,0.9996887947738221
69,5289.0357082957025,0.9998190923851369
70,5556.4117718657435,0.9998190923851369
71,5837.304469339033,0.9999075597482874
72,6132.397105681744,0.9999075597482874
73,6442.407528903834,0.9999075597482874
74,6768.089876309923,0.9999402457860014
75,7110.236409028099,0.9999402457860014
76,7469.679439279629,0.9999402457860014
77,7847.293355077575,0.9999402457860014
78,8243.996747279873,0.9999841182958893
79,8660.754644171107,0.9999841182958893
80,9098.580859008795,0.9999841182958893
81,9558.54045624498,0.9999841182958893
82,10041.75234242251,0.9999841182958893
83,10549.39198804845,0.9999841182958893
84,11082.694287066322,0.9999841182958893
85,11642.956560882765,1.0
86,12231.541714256391,1.0
87,12849.881550726242,1.0
88,13499.480255644343,1.0
89,14181.918055286038,1.0
90,14898.855060938653,1.0
91,15652.035307320119,1.0
92,16443.29099515118,1.0
93,17274.546948202234,1.0
94,18147.825295656334,1.0
95,19065.25039117965,1.0
96,20029.05398066485,1.0
97,21041.580631219058,1.0
98,22105.293434602663,1.0
99,23222.779998993672,1.0
